Customer_ID,.pred_class,.pred_Creditworthy,.pred_Non-Creditworthy,Account_Balance,Duration_of_Credit_Month,Payment_Status_of_Previous_Credit,Purpose,Credit_Amount,Value_Savings_Stocks,Length_of_current_employment,Instalment_per_cent,Guarantors,Duration_in_Current_address,Most_valuable_available_asset,Age_years,Concurrent_Credits,Type_of_apartment,No_of_Credits_at_this_Bank,Occupation,No_of_dependents,Telephone,Foreign_Worker
372,Creditworthy,0.636,0.364,No Account,9,No Problems (in this bank),Home Related,1136,£100-£1000,4-7 yrs,4,None,3,4,32,Other Banks/Depts,3,More than 1,1,2,1,1
364,Creditworthy,0.636,0.364,No Account,9,Paid Up,Home Related,1082,None,4-7 yrs,4,None,4,3,37,Other Banks/Depts,2,More than 1,1,1,1,1
486,Creditworthy,0.634,0.366,No Account,6,Paid Up,Home Related,448,None,< 1yr,4,None,4,2,23,Other Banks/Depts,2,1,1,1,1,1
178,Creditworthy,0.634,0.366,Some Balance,10,No Problems (in this bank),Home Related,1231,None,4-7 yrs,3,None,4,1,32,Other Banks/Depts,2,More than 1,1,2,1,2
22,Creditworthy,0.63,0.37,Some Balance,12,Paid Up,Home Related,640,None,< 1yr,4,None,2,1,49,Other Banks/Depts,2,1,1,1,1,1
262,Creditworthy,0.624,0.376,No Account,18,Paid Up,Home Related,2389,None,< 1yr,4,None,1,3,27,Other Banks/Depts,2,1,1,1,1,1
421,Creditworthy,0.624,0.376,No Account,36,Paid Up,Home Related,1977,£100-£1000,4-7 yrs,4,None,4,4,40,Other Banks/Depts,2,1,1,1,2,1
196,Creditworthy,0.622,0.378,No Account,27,Paid Up,Home Related,2528,None,< 1yr,4,None,1,2,32,Other Banks/Depts,2,1,1,2,2,1
386,Creditworthy,0.618,0.382,No Account,18,No Problems (in this bank),Home Related,1245,None,< 1yr,4,None,2,3,33,Other Banks/Depts,2,1,1,1,1,1
195,Creditworthy,0.614,0.386,No Account,12,Paid Up,Home Related,6078,None,1-4 yrs,2,None,2,3,32,Other Banks/Depts,2,1,1,1,1,1
411,Creditworthy,0.614,0.386,No Account,21,Paid Up,Home Related,1835,None,< 1yr,3,None,2,1,25,Other Banks/Depts,2,More than 1,1,1,2,1
444,Creditworthy,0.61,0.39,No Account,27,Paid Up,Home Related,3915,None,< 1yr,4,None,2,3,36,Other Banks/Depts,2,1,1,2,2,1
134,Creditworthy,0.61,0.39,Some Balance,6,No Problems (in this bank),Home Related,683,None,< 1yr,2,None,1,2,29,Other Banks/Depts,2,1,1,1,1,1
76,Creditworthy,0.606,0.394,Some Balance,15,Paid Up,Home Related,392,None,< 1yr,4,None,4,2,23,Other Banks/Depts,1,1,1,1,2,1
452,Creditworthy,0.6,0.4,No Account,42,No Problems (in this bank),Home Related,4370,None,1-4 yrs,3,None,2,2,26,Other Banks/Depts,2,More than 1,1,2,2,1
110,Creditworthy,0.6,0.4,Some Balance,4,Paid Up,Used car,601,None,< 1yr,1,None,3,1,23,Other Banks/Depts,1,1,1,2,1,1
310,Creditworthy,0.6,0.4,No Account,36,Paid Up,Home Related,3249,None,1-4 yrs,2,None,4,4,39,Other Banks/Depts,3,1,1,2,2,1
265,Creditworthy,0.6,0.4,No Account,48,Paid Up,Home Related,3979,£100-£1000,1-4 yrs,4,None,1,3,41,Other Banks/Depts,2,More than 1,1,2,2,1
255,Creditworthy,0.596,0.404,Some Balance,36,Paid Up,Used car,10974,None,< 1yr,4,None,2,3,26,Other Banks/Depts,2,More than 1,1,1,2,1
285,Creditworthy,0.596,0.404,No Account,12,Paid Up,Home Related,741,< £100,< 1yr,4,None,3,2,22,Other Banks/Depts,2,1,1,1,1,1
335,Creditworthy,0.586,0.414,No Account,12,Paid Up,Home Related,1155,None,4-7 yrs,3,Yes,3,1,40,Other Banks/Depts,2,More than 1,1,1,1,1
383,Creditworthy,0.584,0.416,No Account,9,Paid Up,Home Related,1422,None,< 1yr,3,None,2,4,27,Other Banks/Depts,3,1,1,1,2,1
90,Creditworthy,0.578,0.422,No Account,48,Paid Up,Home Related,8487,£100-£1000,1-4 yrs,1,None,2,3,24,Other Banks/Depts,2,1,1,1,1,1
34,Creditworthy,0.578,0.422,No Account,12,Paid Up,Home Related,1567,None,< 1yr,1,None,1,3,22,Other Banks/Depts,2,1,1,1,2,1
27,Creditworthy,0.578,0.422,No Account,15,Paid Up,Home Related,1053,None,< 1yr,4,None,2,1,27,Other Banks/Depts,2,1,1,1,1,2
194,Creditworthy,0.576,0.424,Some Balance,12,Paid Up,Home Related,707,None,< 1yr,4,None,2,1,30,Other Banks/Depts,2,More than 1,1,1,1,1
350,Creditworthy,0.564,0.436,No Account,18,No Problems (in this bank),Home Related,8471,£100-£1000,< 1yr,1,None,2,3,23,Other Banks/Depts,1,More than 1,1,1,2,1
496,Creditworthy,0.554,0.446,No Account,18,No Problems (in this bank),Home Related,3966,None,4-7 yrs,1,None,4,1,33,Other Banks/Depts,1,More than 1,1,1,2,1
66,Creditworthy,0.546,0.454,No Account,24,Paid Up,New car,2964,£100-£1000,4-7 yrs,4,None,4,4,49,Other Banks/Depts,3,1,1,2,2,1
256,Creditworthy,0.544,0.456,Some Balance,6,Paid Up,Home Related,518,None,< 1yr,3,None,1,1,29,Other Banks/Depts,2,1,1,1,1,1
153,Creditworthy,0.542,0.458,Some Balance,24,Some Problems,Home Related,1559,None,1-4 yrs,4,None,4,3,40,Other Banks/Depts,2,1,1,1,2,1
469,Creditworthy,0.54,0.46,No Account,12,Paid Up,Home Related,709,None,4-7 yrs,4,None,4,1,57,Other Banks/Depts,2,1,1,1,1,1
292,Creditworthy,0.536,0.464,No Account,36,No Problems (in this bank),Used car,5371,None,< 1yr,3,Yes,2,2,28,Other Banks/Depts,2,More than 1,1,1,1,1
393,Creditworthy,0.534,0.466,No Account,24,Some Problems,Used car,6872,None,< 1yr,2,None,1,2,55,Other Banks/Depts,2,1,1,1,2,1
155,Creditworthy,0.534,0.466,Some Balance,6,Some Problems,Home Related,1204,< £100,< 1yr,4,None,1,4,35,Other Banks/Depts,1,1,1,1,1,2
347,Creditworthy,0.53,0.47,Some Balance,60,No Problems (in this bank),Home Related,15653,None,1-4 yrs,2,None,4,3,21,Other Banks/Depts,2,More than 1,1,1,2,1
315,Creditworthy,0.53,0.47,Some Balance,42,Some Problems,Home Related,6289,None,< 1yr,2,None,1,2,33,Other Banks/Depts,2,More than 1,1,1,1,1
415,Creditworthy,0.528,0.472,No Account,12,No Problems (in this bank),Home Related,4843,None,4-7 yrs,3,Yes,4,2,43,Other Banks/Depts,1,More than 1,1,1,2,1
425,Creditworthy,0.528,0.472,No Account,36,Paid Up,Home Related,2302,None,< 1yr,4,None,4,3,31,Other Banks/Depts,1,1,1,1,1,1
477,Creditworthy,0.524,0.476,No Account,18,No Problems (in this bank),Home Related,1190,None,< 1yr,2,None,4,4,55,Other Banks/Depts,3,More than 1,1,2,1,1
184,Creditworthy,0.52,0.48,No Account,24,No Problems (in this bank),New car,7758,£100-£1000,4-7 yrs,2,None,4,4,29,Other Banks/Depts,1,1,1,1,1,1
426,Creditworthy,0.516,0.484,No Account,12,Paid Up,Home Related,727,< £100,< 1yr,4,None,3,4,33,Other Banks/Depts,2,1,1,1,2,1
409,Creditworthy,0.516,0.484,No Account,48,Paid Up,Home Related,10961,£100-£1000,1-4 yrs,1,Yes,2,4,27,Other Banks/Depts,2,More than 1,1,1,2,1
98,Creditworthy,0.514,0.486,No Account,24,Some Problems,Used car,2483,£100-£1000,< 1yr,4,None,4,1,22,Other Banks/Depts,2,1,1,1,2,1
199,Creditworthy,0.512,0.488,No Account,48,Paid Up,Home Related,5381,£100-£1000,< 1yr,3,None,4,4,40,Other Banks/Depts,3,1,1,1,2,1
357,Creditworthy,0.51,0.49,No Account,72,Paid Up,Home Related,5595,< £100,< 1yr,2,None,2,3,24,Other Banks/Depts,2,1,1,1,1,1
495,Non-Creditworthy,0.496,0.504,No Account,18,Paid Up,Home Related,750,None,< 1yr,4,None,1,1,27,Other Banks/Depts,2,1,1,1,1,1
307,Non-Creditworthy,0.496,0.504,No Account,42,Paid Up,Used car,7882,None,1-4 yrs,2,Yes,4,2,45,Other Banks/Depts,3,1,1,2,1,1
69,Non-Creditworthy,0.494,0.506,Some Balance,12,Some Problems,Home Related,409,£100-£1000,< 1yr,3,None,3,1,42,Other Banks/Depts,1,More than 1,1,1,1,1
375,Non-Creditworthy,0.494,0.506,No Account,18,Paid Up,Home Related,2600,None,< 1yr,4,None,4,4,65,Other Banks/Depts,3,More than 1,1,1,1,1
115,Non-Creditworthy,0.492,0.508,Some Balance,6,Some Problems,Home Related,1750,£100-£1000,4-7 yrs,2,None,4,2,45,Other Banks/Depts,2,1,1,2,1,1
348,Non-Creditworthy,0.49,0.51,No Account,36,Paid Up,New car,8335,£100-£1000,4-7 yrs,3,None,4,4,47,Other Banks/Depts,3,1,1,1,1,1
459,Non-Creditworthy,0.486,0.514,No Account,27,Some Problems,Home Related,5293,None,< 1yr,2,None,4,2,50,Other Banks/Depts,2,More than 1,1,1,2,1
291,Non-Creditworthy,0.484,0.516,No Account,30,Some Problems,Used car,4583,None,< 1yr,2,Yes,2,1,32,Other Banks/Depts,2,More than 1,1,1,1,1
177,Non-Creditworthy,0.478,0.522,No Account,24,Paid Up,New car,2924,None,< 1yr,3,Yes,4,4,63,Other Banks/Depts,2,1,1,2,2,1
316,Non-Creditworthy,0.476,0.524,No Account,36,Paid Up,Home Related,15857,None,< 1yr,2,Yes,3,3,43,Other Banks/Depts,2,1,1,1,1,1
392,Non-Creditworthy,0.472,0.528,No Account,6,Some Problems,Home Related,931,< £100,< 1yr,1,None,1,2,32,Other Banks/Depts,2,1,1,1,1,1
85,Non-Creditworthy,0.452,0.548,No Account,30,Some Problems,Home Related,8072,£100-£1000,< 1yr,2,None,3,3,25,Other Banks/Depts,2,More than 1,1,1,1,1
417,Non-Creditworthy,0.43,0.57,No Account,24,Paid Up,New car,11560,None,< 1yr,1,None,4,3,23,Other Banks/Depts,1,More than 1,1,1,1,1
148,Non-Creditworthy,0.428,0.572,Some Balance,6,Some Problems,Home Related,783,£100-£1000,< 1yr,1,Yes,2,1,26,Other Banks/Depts,2,1,1,2,1,1
456,Non-Creditworthy,0.426,0.574,No Account,12,Some Problems,Used car,2969,None,< 1yr,4,None,3,2,25,Other Banks/Depts,1,More than 1,1,1,1,1
127,Non-Creditworthy,0.426,0.574,Some Balance,15,Some Problems,Home Related,1569,< £100,4-7 yrs,4,None,4,3,34,Other Banks/Depts,2,1,1,2,1,1
441,Non-Creditworthy,0.422,0.578,No Account,36,No Problems (in this bank),New car,9629,None,1-4 yrs,4,None,4,3,24,Other Banks/Depts,2,More than 1,1,1,2,1
414,Non-Creditworthy,0.422,0.578,No Account,48,Some Problems,Home Related,3844,< £100,1-4 yrs,4,None,4,4,34,Other Banks/Depts,3,1,1,2,1,1
473,Non-Creditworthy,0.418,0.582,No Account,45,No Problems (in this bank),Home Related,4746,None,< 1yr,4,None,2,2,24,Other Banks/Depts,2,More than 1,1,1,1,1
282,Non-Creditworthy,0.412,0.588,No Account,12,Paid Up,Home Related,684,None,< 1yr,4,None,4,3,40,Other Banks/Depts,1,1,1,2,1,1
420,Non-Creditworthy,0.408,0.592,Some Balance,18,Some Problems,Home Related,6458,None,4-7 yrs,2,None,4,4,39,Other Banks/Depts,2,More than 1,1,2,2,1
287,Non-Creditworthy,0.404,0.596,No Account,18,No Problems (in this bank),Home Related,5302,None,4-7 yrs,2,None,4,4,36,Other Banks/Depts,3,More than 1,1,1,2,1
402,Non-Creditworthy,0.394,0.606,No Account,18,Some Problems,Home Related,2278,< £100,< 1yr,3,None,3,3,28,Other Banks/Depts,2,More than 1,1,1,1,1
106,Non-Creditworthy,0.362,0.638,Some Balance,6,Some Problems,Home Related,426,None,4-7 yrs,4,None,4,3,39,Other Banks/Depts,2,1,1,1,1,1
280,Non-Creditworthy,0.36,0.64,No Account,30,Some Problems,Used car,3496,£100-£1000,< 1yr,4,None,2,3,34,Other Banks/Depts,2,1,1,2,2,1
374,Non-Creditworthy,0.346,0.654,No Account,12,Some Problems,Home Related,1082,None,< 1yr,4,None,4,3,48,Other Banks/Depts,2,More than 1,1,1,1,1
299,Non-Creditworthy,0.344,0.656,No Account,24,Paid Up,New car,6579,None,< 1yr,4,None,2,4,29,Other Banks/Depts,3,1,1,1,2,1
129,Non-Creditworthy,0.34,0.66,Some Balance,12,Some Problems,Home Related,3447,£100-£1000,< 1yr,4,None,3,1,35,Other Banks/Depts,2,1,1,2,1,1
453,Non-Creditworthy,0.334,0.666,No Account,24,Some Problems,Used car,4110,None,4-7 yrs,3,None,4,4,23,Other Banks/Depts,1,More than 1,1,2,1,1
485,Non-Creditworthy,0.32,0.68,No Account,27,Some Problems,Home Related,8318,None,4-7 yrs,2,None,4,4,42,Other Banks/Depts,3,More than 1,1,1,2,1
424,Non-Creditworthy,0.32,0.68,No Account,12,Some Problems,Home Related,626,None,< 1yr,4,None,4,1,24,Other Banks/Depts,2,1,1,1,1,1
290,Non-Creditworthy,0.308,0.692,No Account,36,No Problems (in this bank),Used car,6229,None,< 1yr,4,Yes,4,4,23,Other Banks/Depts,1,More than 1,1,1,2,1
361,Non-Creditworthy,0.306,0.694,No Account,42,Some Problems,New car,9283,None,< 1yr,1,None,2,4,55,Other Banks/Depts,3,1,1,1,2,1
42,Non-Creditworthy,0.298,0.702,No Account,18,No Problems (in this bank),Used car,6361,None,4-7 yrs,2,None,1,4,41,Other Banks/Depts,2,1,1,1,2,1
390,Non-Creditworthy,0.292,0.708,No Account,12,Some Problems,Home Related,2149,None,< 1yr,4,None,1,4,29,Other Banks/Depts,3,1,1,1,1,1
286,Non-Creditworthy,0.276,0.724,No Account,12,Paid Up,Used car,7865,None,4-7 yrs,4,None,4,4,53,Other Banks/Depts,3,1,1,1,2,1
487,Non-Creditworthy,0.272,0.728,No Account,30,Paid Up,Home Related,11998,None,< 1yr,1,None,1,4,34,Other Banks/Depts,2,1,1,1,2,1
497,Non-Creditworthy,0.254,0.746,No Account,12,Some Problems,Home Related,6199,None,< 1yr,4,None,2,2,28,Other Banks/Depts,1,More than 1,1,1,2,1
434,Non-Creditworthy,0.252,0.748,No Account,30,No Problems (in this bank),Home Related,5234,None,< 1yr,4,None,2,3,28,Other Banks/Depts,2,More than 1,1,1,1,1
72,Non-Creditworthy,0.152,0.848,No Account,48,Some Problems,Home Related,6416,None,4-7 yrs,4,None,3,4,59,Other Banks/Depts,1,1,1,1,1,1
437,Non-Creditworthy,0.136,0.864,No Account,48,Paid Up,Home Related,7763,None,4-7 yrs,4,None,4,4,42,Other Banks/Depts,3,1,1,1,1,1
458,Non-Creditworthy,0.124,0.876,No Account,48,No Problems (in this bank),New car,6331,None,4-7 yrs,4,None,4,4,46,Other Banks/Depts,3,More than 1,1,1,2,1
